,,,,,,,,,10日,5日,10日,,,,,
最新价,今日涨跌,代码,,名称,,板块,5日涨跌,,10日涨跌,主力净占比,主力净占比,,,,,
f2,f3,f12,f13,f14,f62,f100,f109,f124,f160,f165,f175,f184,f225,f263,f264,f265
15.26,2.01,2738,0,中矿资源,4880339,工程建设,2.07,1592551863,-0.59,-3.7,-5.17,11.75,209,2574,3067,BK0425
91.89,2.22,568,0,泸州老窖,188779589,酿酒行业,-3.27,1592551863,-1.82,-6.68,-3.99,11.74,210,3312,2665,BK0477
6.14,1.32,603299,1,苏盐井神,3033269,化工行业,1.99,1592552397,-1.44,-3.96,-7.58,11.72,211,2652,3575,BK0538
36.1,3.2,300681,0,英搏尔,4439630,机械行业,-0.82,1592551863,0.36,2.43,3.65,11.72,212,576,193,BK0545
14.15,1.58,600562,1,国睿科技,10766103,机械行业,2.61,1592552385,0.78,-2.6,-5.25,11.69,213,2209,3099,BK0545
2.8,2.56,600586,1,金晶科技,6520324,玻璃陶瓷,1.82,1592552377,1.82,0.36,0.05,11.49,214,1086,868,BK0546
33.75,-1.32,2647,0,仁东控股,17719275,电子信息,-1.72,1592551863,1.81,6.02,7.11,11.48,215,174,55,BK0447
10.18,2.83,2646,0,青青稞酒,5557801,酿酒行业,6.26,1592551863,2.93,3.43,-0.02,11.47,216,404,906,BK0477
10.11,3.8,601878,1,浙商证券,84450325,券商信托,3.91,1592552397,0.8,0.81,-1.19,11.46,217,954,1346,BK0473
6.08,1.84,639,0,西王食品,15921286,食品饮料,4.29,1592551863,-0.65,-2.89,-5.63,11.42,218,2303,3215,BK0438
99.99,3.77,300223,0,北京君正,90003279,电子元件,-1.92,1592551863,1.41,-2.83,-1.06,11.41,219,2284,1295,BK0459
11.48,1.59,532,0,华金资本,8425457,综合行业,1.59,1592551863,2.14,-2.47,-1.5,11.35,221,2163,1511,BK0539
6.9,0.58,603997,1,继峰股份,4234406,汽车行业,0.88,1592552387,-2.4,1.09,-2.61,11.35,222,877,2052,BK0481
14.16,1.58,603656,1,泰禾光电,2328644,机械行业,4.5,1592552379,4.81,2.17,1.1,11.35,223,628,573,BK0545
18.43,1.82,300144,0,宋城演艺,40466737,旅游酒店,-4.61,1592551863,-5.78,-2.18,0.1,11.29,224,2035,850,BK0485
5.43,4.22,2336,0,ST人乐,2939253,商业百货,4.62,1592551863,-2.34,1.28,-0.35,11.29,225,828,1012,BK0482
13.62,2.02,603819,1,神力股份,3310267,机械行业,5.34,1592552403,4.05,1.74,0.57,11.28,226,720,727,BK0545
11.29,5.61,2117,0,东港股份,40379759,造纸印刷,9.08,1592551863,8.25,6.34,2.99,11.25,227,153,266,BK0470
6.18,0.16,601369,1,陕鼓动力,2962876,机械行业,3.87,1592552389,2.83,7.69,3.22,11.25,228,107,234,BK0545
11.2,5.26,600833,1,第一医药,12228560,医药制造,10.89,1592552394,7.38,3.89,1.19,11.22,229,337,549,BK0465
1.6,-0.62,669,0,*ST金鸿,608300,公用事业,0.63,1592551863,1.91,10.27,2.58,11.19,230,54,314,BK0427
29.91,2.29,600887,1,伊利股份,354783088,食品饮料,2.78,1592552389,8.1,4.11,5.28,11.18,231,308,101,BK0438
4,4.44,863,0,三湘印象,3840257,房地产,3.63,1592551863,2.3,3.36,2.5,11.17,232,417,323,BK0451
12.6,2.61,2251,0,步 步 高,23449775,商业百货,6.69,1592551863,14.34,5.36,1.57,11.16,233,214,477,BK0482
4.26,1.19,2244,0,滨江集团,9924097,房地产,1.91,1592551863,1.67,-0.18,0.58,11.15,234,1301,724,BK0451
3.84,2.4,600611,1,大众交通,4501685,交运物流,3.23,1592552377,-0.78,2.03,-5.89,11.13,235,663,3279,BK0422
16.72,2.58,300427,0,红相股份,17768151,输配电气,4.3,1592551863,2.33,-0.12,-3.21,11.03,236,1276,2341,BK0457
4.99,0.6,2948,0,青岛银行,3689636,银行,1.01,1592551863,0.6,6.03,5.08,11.03,237,172,111,BK0475
21.52,1.56,603199,1,九华旅游,1738239,旅游酒店,-1.6,1592552387,-1.69,2.44,3.2,11.03,238,574,237,BK0485
156.01,2.53,2371,0,北方华创,144678114,电子元件,3.86,1592551863,1.22,1.72,-2.14,10.98,239,722,1839,BK0459
10.8,0.65,603800,1,道森股份,901149,专用设备,2.18,1592552388,-1.55,4.25,-3.26,10.96,240,297,2361,BK0910
7.9,0,603055,1,台华新材,6728159,纺织服装,10.64,1592552397,14.33,8.05,2.68,10.93,241,97,297,BK0436
58.2,4.26,300699,0,光威复材,40322326,化工行业,-3.32,1592551863,0.48,-3.52,-2.13,10.91,242,2519,1833,BK0538
4.82,1.05,600545,1,卓郎智能,5090796,专用设备,-1.03,1592552376,-3.21,-3.74,-4.03,10.87,243,2583,2678,BK0910
6.07,1.17,722,0,湖南发展,1665748,电力行业,2.02,1592551863,1.51,1.45,0.24,10.85,244,780,806,BK0428
3.95,2.07,600705,1,中航资本,26410983,多元金融,3.67,1592552376,1.02,5.27,2.06,10.82,245,216,397,BK0738
14,2.04,2945,0,华林证券,40637779,券商信托,2.41,1592551863,0.21,-0.28,-3.6,10.8,246,1331,2507,BK0473
4.36,0.23,36,0,华联控股,3727299,房地产,-0.68,1592551863,-1.58,0.26,-1.06,10.8,247,1119,1296,BK0451
6.91,0,600630,1,龙头股份,2400601,纺织服装,1.47,1592552379,-2.54,0.45,-2.71,10.77,248,1060,2106,BK0436
17.91,-4.12,300522,0,世名科技,13957455,化工行业,0.9,1592551863,-1.86,1.69,-0.43,10.76,249,732,1039,BK0538
5.28,0.76,600623,1,华谊集团,2884617,化工行业,2.33,1592552385,-1.68,0.54,-3.81,10.73,250,1030,2603,BK0538
281.7,3.19,688111,1,金山办公,35665991,软件服务,8.9,1592552376,8.52,7.68,4.02,10.72,251,108,174,BK0737
4.5,0.9,300425,0,中建环能,1512751,环保工程,2.04,1592551863,0.45,-6.65,-8.41,10.69,252,3307,3697,BK0728
55.2,3.08,600845,1,宝信软件,43148051,软件服务,2.13,1592552381,-0.05,-1.85,-2.58,10.65,253,1905,2042,BK0737
7.83,-0.13,726,0,鲁  泰Ａ,3403972,纺织服装,2.22,1592551863,1.69,7.61,2.68,10.65,254,111,298,BK0436
2.3,1.32,659,0,珠海中富,4066435,包装材料,6.48,1592551863,-3.36,2.56,-0.03,10.57,255,546,910,BK0733
6.39,3.9,600830,1,香溢融通,14530364,多元金融,4.75,1592552403,0.31,0.63,-1.25,10.54,256,1007,1377,BK0738
3,0.67,521,0,长虹美菱,5633816,家电行业,2.74,1592551863,0.67,2.98,-2.69,10.53,257,478,2095,BK0456
3.28,0.61,68,0,华控赛格,2985057,环保工程,0,1592551863,2.18,-3.04,-1.67,10.5,258,2353,1599,BK0728
6.68,1.67,759,0,中百集团,4876774,商业百货,1.21,1592551863,-7.86,2.94,-3.56,10.49,259,490,2489,BK0482
11.19,3.8,600109,1,国金证券,187817648,券商信托,8.12,1592552400,3.61,2.35,-0.54,10.45,260,587,1078,BK0473
38.92,9.97,600885,1,宏发股份,56584641,电子元件,8.68,1592552389,9.02,5.47,3.02,10.45,261,206,261,BK0459
174.68,10,2975,0,博杰股份,41919558,专用设备,7.94,1592551863,32.18,0.21,2.5,10.45,262,1135,324,BK0910
3.69,0.82,600279,1,重庆港九,1740936,港口水运,2.5,1592552389,0.82,3.98,1.09,10.44,263,327,578,BK0450
30.18,0.6,2415,0,海康威视,177906634,安防设备,4.72,1592551863,4.9,8.1,1.92,10.43,264,96,424,BK0735
3.19,5.28,2622,0,融钰集团,16299088,输配电气,4.93,1592551863,4.59,4.84,-1.74,10.43,265,246,1631,BK0457
7.84,1.55,300175,0,朗源股份,14255674,农牧饲渔,6.67,1592551863,14.12,8.57,6.39,10.43,266,85,69,BK0433
13.32,3.42,2767,0,先锋电子,1709923,仪器仪表,4.8,1592551863,-2.35,5.63,-9.03,10.43,267,194,3758,BK0458
51.4,3.61,2624,0,完美世界,111292553,文化传媒,1.98,1592551863,9.81,-2.04,2.09,10.42,268,1971,391,BK0486
5.76,1.95,715,0,中兴商业,2517160,商业百货,-0.35,1592551863,5.69,2.17,1.99,10.4,269,627,412,BK0482
10.66,0.57,300286,0,安科瑞,1390238,输配电气,-0.65,1592551863,-1.57,-8.57,-7.51,10.39,270,3579,3567,BK0457
56.75,5.19,300803,0,指南针,52591933,软件服务,3.03,1592551863,4.8,1.26,0.64,10.34,271,832,703,BK0737
103.25,6.39,603883,1,老百姓,58779774,医药制造,25.62,1592552389,26.73,6.71,5.18,10.29,272,141,109,BK0465
7.41,0.41,819,0,岳阳兴长,1774076,石油行业,2.49,1592551863,1.93,0.23,-3.93,10.28,273,1128,2651,BK0464
4.58,2.46,600369,1,西南证券,22048043,券商信托,3.85,1592552393,1.78,1.95,-1.45,10.27,274,677,1481,BK0473
8.78,0.8,600273,1,嘉化能源,11507760,化工行业,4.52,1592552379,1.04,-2.3,-4.81,10.26,275,2077,2963,BK0538
25.86,5.64,603908,1,牧高笛,6769251,纺织服装,9.16,1592552381,6.86,6.28,1.61,10.23,277,159,473,BK0436
7.77,6,9,0,中国宝安,106168766,房地产,8.07,1592551863,7.17,2.66,0.17,10.21,278,532,825,BK0451
11.57,3.03,603600,1,永艺股份,30295066,木业家具,17.34,1592552382,14.55,3.27,2.21,10.2,279,433,372,BK0476
4.5,0.22,600178,1,东安动力,1377352,汽车行业,-0.66,1592552385,-2.39,-1.71,-1.39,10.18,280,1853,1448,BK0481
3.9,1.04,2245,0,澳洋顺昌,3429897,交运物流,1.04,1592551863,-2.74,-3.48,-4.46,10.17,281,2499,2839,BK0422
10.89,2.45,2823,0,凯中精密,3435469,专用设备,-1.27,1592551863,-3.46,-1.26,-3.44,10.16,282,1671,2431,BK0910
12.12,1.93,600061,1,XD国投资,29833216,券商信托,4.66,1592552383,0.92,2.61,-0.49,10.15,283,539,1061,BK0473
18.77,2.91,600446,1,金证股份,73886603,软件服务,3.76,1592552395,1.08,1.7,-1.1,10.13,284,728,1319,BK0737
33.34,5.34,2727,0,一心堂,25962224,医药制造,9.13,1592551863,12.45,3.36,2.69,10.11,285,418,294,BK0465
7.25,2.11,529,0,广弘控股,7690141,食品饮料,5.22,1592551863,4.02,-0.88,-2.03,10.08,286,1518,1781,BK0438
17.51,1.92,600690,1,海尔智家,92292593,家电行业,5.55,1592552379,4.54,3.79,-0.34,10.05,287,349,1006,BK0456
7.04,1.15,600367,1,红星发展,1864174,化工行业,2.33,1592552379,1.15,5.04,2.04,10.05,288,237,403,BK0538
12.18,5.45,2126,0,银轮股份,28405474,汽车行业,-3.18,1592551863,2.27,-8.52,-1.02,10.03,289,3570,1275,BK0481
13.18,0.08,603917,1,合力科技,9607101,汽车行业,14.61,1592552394,18.74,2.97,2.32,9.99,290,479,353,BK0481
6.16,0.82,603085,1,天成自控,1598491,专用设备,-2.07,1592552403,-7.09,-0.82,-2.45,9.98,291,1492,1977,BK0910
187.06,5.79,603236,1,移远通信,48198921,电子元件,-4.5,1592552385,-5.75,-4.54,-3.75,9.96,292,2807,2583,BK0459
12.28,0.33,300535,0,达威股份,842710,化工行业,1.74,1592551863,1.49,1.26,1.21,9.96,293,837,546,BK0538
12.78,3.31,2577,0,雷柏科技,13603348,电子信息,5.27,1592551863,-0.23,-0.23,-2.91,9.95,294,1314,2197,BK0447
8.12,1.63,601882,1,海天精工,2900611,机械行业,3.44,1592552376,0.87,5.25,1.84,9.95,295,220,436,BK0545
15.21,2.15,2832,0,比音勒芬,10668964,纺织服装,0.93,1592551863,9.98,1.96,0.93,9.92,296,675,627,BK0436
11.51,-0.26,603165,1,荣晟环保,1228671,造纸印刷,-0.35,1592552382,0.09,1.17,1.34,9.88,297,852,519,BK0470
11.71,2.99,600580,1,卧龙电驱,32213142,输配电气,2.09,1592552395,0.6,-3.73,-2.98,9.85,298,2581,2229,BK0457
4.7,1.73,886,0,海南高速,9678433,房地产,-1.67,1592551863,-6,-6.21,-8.73,9.85,299,3231,3725,BK0451
55.56,0.8,600872,1,中炬高新,29482477,食品饮料,6.5,1592552381,6.29,4.67,1.18,9.85,300,267,553,BK0438
292.98,3.83,688016,1,心脉医疗,13551344,医疗行业,13.73,1592552376,19.34,5.15,2.66,9.82,301,228,305,BK0727
29.35,6.65,2074,0,国轩高科,219813680,材料行业,-2.33,1592551863,4.63,-6.69,-3.43,9.81,302,3316,2425,BK0537
20.64,10.02,300612,0,宣亚国际,47313084,文化传媒,40.31,1592551863,37.78,9.54,5.77,9.79,303,63,83,BK0486
50.85,9.99,300037,0,新宙邦,53277341,材料行业,15.41,1592551863,15.62,3.68,2.04,9.79,304,370,402,BK0537
228.71,6.03,2821,0,凯莱英,95472603,医疗行业,3.18,1592551863,3.02,-0.87,-1.78,9.75,305,1516,1656,BK0727
12.17,3.14,600636,1,国新文化,9216967,化工行业,6.94,1592552389,3.49,3.75,-1.22,9.74,306,357,1365,BK0538
13.5,2.82,603933,1,睿能科技,6492351,电子元件,4.17,1592552383,2.27,3.14,-1.39,9.73,307,447,1446,BK0459
18.75,1.3,32,0,深桑达Ａ,5492344,电子信息,0.21,1592551863,1.57,-2.69,-1.5,9.72,308,2239,1512,BK0447
13.66,-0.22,603637,1,镇海股份,755029,工程建设,1.94,1592552387,0,2.5,1.59,9.71,309,561,476,BK0425
4,0.5,2546,0,新联电子,2201007,输配电气,1.78,1592551863,0.5,-0.16,-1.19,9.7,310,1293,1349,BK0457
2.6,0,601212,1,白银有色,3426499,有色金属,1.56,1592552397,-2.26,0.67,-5.12,9.6,311,993,3050,BK0478
3.12,1.3,718,0,苏宁环球,3008260,房地产,3.65,1592551863,0.97,-4.79,-2.81,9.59,312,2888,2152,BK0451
5.25,1.16,601222,1,林洋能源,4893868,仪器仪表,1.55,1592552389,-0.19,-3.26,-4.71,9.58,313,2417,2930,BK0458
2.64,1.54,600322,1,天房发展,6972990,房地产,7.76,1592552403,6.88,6.83,4.94,9.54,314,137,123,BK0451
8.45,2.8,686,0,东北证券,43130648,券商信托,5.23,1592551863,2.05,2.75,-2.73,9.52,315,517,2116,BK0473
18.32,7.76,300149,0,量子生物,29982360,医疗行业,13.16,1592551863,31.8,-0.31,4.06,9.52,316,1343,170,BK0727
13.53,10,603608,1,天创时尚,65222282,纺织服装,51.85,1592552382,48.36,1.91,1.02,9.51,317,685,596,BK0436
25.03,1.62,2967,0,广电计量,9146772,综合行业,0.72,1592551863,-3.73,-1.93,-4.94,9.51,318,1935,2997,BK0539
38.3,3.46,300787,0,海能实业,10722242,电子元件,4.76,1592551863,-0.91,1.06,-2.93,9.51,319,881,2211,BK0459
5.75,0.88,600057,1,厦门象屿,9690724,交运物流,1.95,1592552391,-2.21,2.36,-3.51,9.45,320,585,2464,BK0422
2.26,0.44,601333,1,广深铁路,4709763,交运物流,0.89,1592552391,0.44,1.99,-1.1,9.41,321,670,1322,BK0422
33.37,3.03,603730,1,岱美股份,8724277,汽车行业,0.63,1592552403,12.7,2.3,1.46,9.41,322,598,492,BK0481
2.21,2.31,600317,1,营口港,4837625,港口水运,2.31,1592552397,1.38,8.71,8.23,9.4,323,79,37,BK0450
3.06,0.66,600433,1,冠豪高新,2252034,造纸印刷,0.99,1592552382,-1.29,-3.27,-2.62,9.4,324,2425,2057,BK0470
33.4,10.01,603506,1,南都物业,10980721,房地产,12.23,1592552400,16.78,2.42,1.33,9.37,325,579,521,BK0451
3.2,1.91,601099,1,太平洋,48088884,券商信托,2.56,1592552376,-0.31,4.73,-0.22,9.36,326,261,966,BK0473
2.16,-0.46,603996,1,*ST中新,299092,电子元件,-3.14,1592552400,-6.09,1.12,0.92,9.36,327,867,634,BK0459
10.64,5.03,504,0,ST生物,1229292,环保工程,12.71,1592551863,23.86,5.67,3.81,9.34,328,191,188,BK0728
17.25,-3.58,603685,1,晨丰科技,13739174,家电行业,-1.54,1592552379,7.88,1.61,5.01,9.32,329,749,119,BK0456
6.15,0.82,600350,1,山东高速,4351681,高速公路,-2.23,1592552381,5.13,-0.12,2.27,9.32,330,1278,358,BK0421
9.58,1.27,2078,0,太阳纸业,21037314,造纸印刷,4.24,1592551863,1.16,2.42,1.16,9.31,331,578,558,BK0470
8.04,0.12,2543,0,万和电气,2034455,家电行业,-0.5,1592551863,-0.37,-1.06,0.81,9.3,332,1600,657,BK0456
32.29,7.53,2709,0,天赐材料,43484415,化工行业,10.89,1592551863,11.61,4.38,3.24,9.29,333,287,231,BK0538
42.55,2.06,895,0,双汇发展,55836599,食品饮料,6.78,1592551863,10.81,7.26,5.83,9.27,334,123,81,BK0438
5.9,2.08,601377,1,兴业证券,38231652,券商信托,3.33,1592552376,0.85,2.99,-1.61,9.26,335,474,1563,BK0473
13.05,6.53,300512,0,中亚股份,17218516,机械行业,25.36,1592551863,23,10.54,9.16,9.26,336,47,28,BK0545
383.9,2.13,688169,1,石头科技,15275757,家电行业,4.6,1592552376,-2.27,2.08,-10.62,9.24,337,649,3852,BK0456
158.4,2.77,600436,1,片仔癀,74151214,医药制造,2.77,1592552400,4.55,0.46,0.14,9.23,338,1056,837,BK0465
18.05,1.92,2601,0,龙蟒佰利,59415078,化工行业,7.44,1592551863,12.18,8.62,6.01,9.22,339,83,73,BK0538
21.04,2.33,601966,1,玲珑轮胎,13443183,塑胶制品,5.41,1592552401,10.04,4.26,5.54,9.2,340,294,90,BK0454
4.75,2.15,12,0,南  玻Ａ,7399678,玻璃陶瓷,0.21,1592551863,2.15,-4.68,-3.51,9.18,341,2858,2465,BK0546
45.18,7.57,688116,1,天奈科技,26457530,材料行业,14.12,1592552387,8.63,5.42,0.31,9.18,342,210,787,BK0537
7.8,0.26,600995,1,文山电力,2874922,电力行业,2.36,1592552392,0.91,4.4,-0.61,9.18,343,284,1107,BK0428
48.25,0.84,603186,1,华正新材,19760216,金属制品,6.23,1592552389,2.18,2.13,-1.27,9.14,344,635,1388,BK0739
6.36,1.6,601816,1,京沪高铁,50344439,交运物流,0.16,1592552388,-0.93,-12.01,-4.95,9.13,345,3818,2999,BK0422
2.79,-0.36,300157,0,恒泰艾普,2029282,石油行业,-0.71,1592551863,0,1.65,-0.48,9.12,346,739,1058,BK0464
98.5,7.44,300769,0,德方纳米,32799791,化工行业,6.89,1592551863,8.17,0.04,-1.41,9.12,347,1187,1458,BK0538
4.92,0.61,2863,0,今飞凯达,1725599,汽车行业,0.2,1592551863,-0.61,-3.4,-4.95,9.1,348,2475,3000,BK0481
5.73,1.24,795,0,英洛华,17431656,材料行业,-4.5,1592551863,-6.98,-6.74,-8.65,9.09,349,3322,3712,BK0537
16.16,4.33,910,0,大亚圣象,24574243,木业家具,2.54,1592551863,-3.64,-0.52,-4.49,9.07,350,1400,2850,BK0476
9.91,0.1,885,0,城发环境,2549389,高速公路,-0.8,1592551863,1.95,-2.1,1.55,9.07,351,2000,482,BK0421
21.26,3.81,300146,0,汤臣倍健,60738221,食品饮料,13.69,1592551863,10.1,4.56,-0.1,9.06,352,275,939,BK0438
10.57,-0.09,2855,0,捷荣技术,2226404,电子元件,3.42,1592551863,2.82,5.27,3.63,9.06,353,217,194,BK0459
10.2,5.92,300600,0,瑞特股份,9043546,船舶制造,5.81,1592551863,7.71,5.24,6.29,9.05,354,221,71,BK0729
3.63,2.54,300091,0,金通灵,8819892,机械行业,-2.68,1592551863,-3.2,-9.47,-8.27,8.97,355,3660,3684,BK0545
21.43,10.01,2780,0,三夫户外,45016723,商业百货,11.04,1592551863,9.23,3.85,2.24,8.97,356,343,362,BK0482
6.7,1.52,600120,1,浙江东方,12947683,多元金融,4.69,1592552400,3.4,7.85,2.98,8.96,357,105,268,BK0738
41.1,6.67,300609,0,汇纳科技,9532207,电子信息,4.08,1592551863,0.29,1.77,2.03,8.95,358,714,405,BK0447
9.51,0.32,600560,1,金自天正,2556888,机械行业,3.03,1592552397,-0.63,3.12,-0.15,8.93,359,451,951,BK0545
35.43,6.4,300651,0,金陵体育,8563162,文教休闲,5.48,1592551863,17.75,-3.26,-1.56,8.92,360,2420,1547,BK0740
272.12,-0.18,300751,0,迈为股份,17582975,专用设备,8.85,1592551863,8.9,5.24,2.07,8.89,361,223,396,BK0910
5.22,1.16,2358,0,森源电气,6590961,输配电气,1.16,1592551863,-2.97,0.2,-2.76,8.85,362,1138,2128,BK0457
4.82,0.84,300172,0,中电环保,935049,环保工程,2.12,1592551863,-0.62,-4.47,-5.57,8.82,363,2787,3195,BK0728
14.05,2.11,600363,1,联创光电,13858815,电子元件,2.93,1592552394,4.69,1.71,1.9,8.81,364,726,428,BK0459
19.92,4.95,300737,0,科顺股份,19640822,水泥建材,9.21,1592551863,3.86,2.1,-3.03,8.8,365,642,2253,BK0424
0.94,1.08,600856,1,*ST中天,584641,石油行业,2.17,1592552385,-6,9.39,-2.55,8.8,366,65,2030,BK0464
8.76,1.51,2822,0,中装建设,9874419,装修装饰,-0.68,1592551863,-2.88,-4.33,-10.05,8.78,367,2753,3812,BK0725
4.33,2.12,750,0,国海证券,40572702,券商信托,3.1,1592551863,0.23,-2.53,-4.83,8.77,368,2183,2965,BK0473
25.4,1.4,601877,1,正泰电器,17764800,输配电气,1.93,1592552381,1.6,-0.01,-1.75,8.77,369,1236,1638,BK0457
19.32,2.55,300342,0,天银机电,24918999,家电行业,-6.17,1592551863,5.29,-9.83,-1.49,8.75,370,3687,1502,BK0456
9.29,0.98,603885,1,吉祥航空,7197083,民航机场,-0.85,1592552381,-5.4,-10.47,-7.49,8.75,371,3745,3563,BK0420
5.36,0.19,601968,1,宝钢包装,1971769,包装材料,3.28,1592552397,8.06,5.31,3.4,8.75,372,215,213,BK0733
45.7,1.87,603301,1,振德医疗,31926630,医疗行业,6.93,1592552383,16.82,-1.59,-0.57,8.7,373,1804,1090,BK0727
5.43,0,678,0,襄阳轴承,1067887,汽车行业,-1.27,1592551863,-4.9,-5.66,-7.32,8.7,374,3117,3545,BK0481
57.66,3.57,2557,0,洽洽食品,32228024,食品饮料,7.53,1592551863,4.4,0.48,-1.06,8.69,375,1047,1297,BK0438
2.53,0,600017,1,日照港,2882545,港口水运,2.02,1592552403,0.8,1.53,0.55,8.67,376,762,733,BK0450
13.4,0.98,2746,0,仙坛股份,6301929,农牧饲渔,1.75,1592551863,-1.25,-0.52,-3.55,8.67,377,1401,2486,BK0433
9.28,0,300736,0,百邦科技,1303930,通讯行业,3.92,1592551863,3.46,3.39,2.68,8.62,378,410,300,BK0448
4.98,6.87,2571,0,德力股份,12771465,玻璃陶瓷,9.93,1592551863,6.18,4.11,1.09,8.61,379,310,575,BK0546
36.98,1.57,2179,0,中航光电,27744484,电子元件,3.44,1592551863,3.47,2.51,-0.56,8.6,380,554,1085,BK0459
3.57,2.59,563,0,陕国投Ａ,19308699,多元金融,2.29,1592551863,2.88,1.74,-0.05,8.58,381,718,915,BK0738
5.62,1.26,2762,0,金发拉比,2258540,纺织服装,3.5,1592551863,-0.35,-1.35,-3.63,8.58,382,1706,2524,BK0436
37.29,1.61,603369,1,今世缘,28922232,酿酒行业,-0.32,1592552400,-1.4,-3.32,-1.29,8.56,383,2442,1397,BK0477
58.9,0.29,603096,1,新经典,2974212,文化传媒,3.06,1592552376,3.33,-0.88,3.01,8.56,384,1519,264,BK0486
23.71,7.14,603179,1,新泉股份,7845211,汽车行业,8.26,1592552380,9.67,1.39,1.49,8.52,385,801,487,BK0481
37.2,-0.37,300575,0,中旗股份,7149795,农药兽药,3.88,1592551863,10.65,2.97,1.17,8.52,386,481,556,BK0730
9.64,4.67,2125,0,湘潭电化,23804212,化工行业,13.68,1592551863,23.59,2.65,0.74,8.51,387,535,673,BK0538
2.75,3,571,0,*ST大洲,2527022,煤炭采选,3.38,1592551863,4.56,1.65,0.31,8.5,388,738,786,BK0437
48.89,4.47,600529,1,山东药玻,30652478,玻璃陶瓷,4.94,1592552379,9.72,-4.29,-2.45,8.49,389,2737,1973,BK0546
6.63,2.31,600825,1,新华传媒,10151661,文化传媒,9.41,1592552397,6.42,4.23,-0.15,8.46,390,298,949,BK0486
2.17,0,600575,1,淮河能源,2578097,港口水运,-0.46,1592552387,0,-13.53,-5.02,8.43,391,3870,3018,BK0450
5.56,1.46,300176,0,派生科技,2321543,汽车行业,-3.14,1592551863,-4.79,-1.79,-0.7,8.43,392,1879,1136,BK0481
8.09,0,300407,0,凯发电气,927365,仪器仪表,2.28,1592551863,1,-1.2,0.11,8.42,393,1650,849,BK0458
3.65,-0.27,633,0,合金投资,1166868,有色金属,1.39,1592551863,0.55,-2.5,-5.02,8.41,394,2177,3021,BK0478
9.36,1.85,600278,1,东方创业,2851031,国际贸易,3.65,1592552382,-0.85,0.41,-4.69,8.36,395,1071,2921,BK0484
14.33,1.7,603790,1,雅运股份,7568920,化工行业,3.54,1592552383,4.67,2.38,3.06,8.35,396,582,254,BK0538
10.65,1.72,600095,1,哈高科,32031637,房地产,-2.2,1592552400,5.65,-8.36,-1.53,8.34,397,3555,1526,BK0451
19.06,1.01,603697,1,有友食品,16221202,食品饮料,5.36,1592552391,5.01,3.4,0.84,8.33,398,408,645,BK0438
24.33,0.95,600801,1,华新水泥,43505865,水泥建材,1.38,1592552389,-2.64,-3.17,-8.25,8.25,399,2395,3681,BK0424
33.17,10.02,2918,0,蒙娜丽莎,30829670,玻璃陶瓷,10.94,1592551863,7.8,2.04,0.32,8.24,400,662,781,BK0546
11.8,-0.17,2616,0,长青集团,9581637,环保工程,9.46,1592551863,8.26,8.3,3.73,8.23,401,91,191,BK0728
2.83,1.43,600227,1,圣济堂,1244030,化肥行业,0.35,1592552395,-1.39,-0.1,-2.72,8.22,402,1267,2111,BK0731
1.6,0,600666,1,ST瑞德,583829,电子元件,-1.23,1592552376,-7.51,-1.14,-5.26,8.15,403,1626,3107,BK0459
14.56,1.18,2324,0,普利特,24337415,塑胶制品,0.62,1592551863,22.35,-0.58,4.7,8.14,404,1418,135,BK0454
3.53,0.86,600368,1,五洲交通,2214163,高速公路,1.15,1592552389,-2.22,-1.21,-7.28,8.14,405,1653,3532,BK0421
7.52,2.17,601519,1,大智慧,41424759,软件服务,4.01,1592552392,2.45,3.2,1.78,8.12,406,437,444,BK0737
43.77,3.79,2568,0,百润股份,14781346,食品饮料,1.32,1592551863,6.47,1.91,0.93,8.1,407,688,628,BK0438
6.67,5.04,603030,1,全筑股份,9737523,装修装饰,13.05,1592552385,8.1,4.26,2.29,8.02,409,293,356,BK0725
18.09,0,300034,0,钢研高纳,13044312,材料行业,0.5,1592551863,8.45,0.67,0.51,7.99,410,994,743,BK0537
41.86,1.8,300379,0,东方通,25153752,软件服务,1.53,1592551863,-0.33,-1.94,-3.56,7.97,411,1939,2488,BK0737
11.5,1.95,2758,0,华通医药,3246249,医药制造,-2.38,1592551863,-10.23,-4.95,-6.73,7.97,412,2928,3447,BK0465
18.15,7.08,300059,0,东方财富,709505984,电子信息,12.52,1592551863,18.09,1.8,2.19,7.96,413,706,373,BK0447
1.98,1.02,882,0,华联股份,6464655,商业百货,-2.94,1592551863,3.66,-9.79,0.31,7.95,414,3684,784,BK0482
7.78,0,603977,1,国泰集团,10736686,化工行业,-3.11,1592552392,-1.27,6.04,1.93,7.95,415,169,422,BK0538
15.5,0.19,2911,0,佛燃能源,1869761,公用事业,0.13,1592551863,-3.06,-2.48,-3.55,7.95,416,2169,2487,BK0427
6.4,-0.31,2114,0,罗平锌电,800259,有色金属,2.24,1592551863,3.39,12.81,8.14,7.9,417,26,38,BK0478
14.76,1.79,300727,0,润禾材料,3109020,化工行业,4.76,1592551863,2.57,1.39,-0.8,7.85,418,802,1175,BK0538
5.95,0.68,600398,1,海澜之家,4567026,纺织服装,-1.98,1592552380,-3.25,-2.08,0.85,7.84,419,1991,644,BK0436
31.79,-1.58,300669,0,沪宁股份,3652887,机械行业,-5.08,1592551863,-0.03,11.54,7.11,7.84,420,36,56,BK0545
