f2,f3,f12,f14,f62,f66,f69,f72,f75,f78,f81,f84,f87,f124,f184,f204,f205,f206
55.13,3.05,000860,顺鑫农业,34952190.0,22216213.0,3.3,12735977.0,1.89,-18109303.0,-2.69,-16842888.0,-2.5,1592551863,5.19,-,-,-
22.97,4.46,002019,亿帆医药,34760492.0,35806190.0,4.71,-1045698.0,-0.14,-9233806.0,-1.21,-25526685.0,-3.35,1592551863,4.57,-,-,-
52.64,1.9,603899,晨光文具,34493445.0,10782016.0,3.75,23711429.0,8.25,-13182075.0,-4.58,-21311370.0,-7.41,1592552379,12.0,-,-,-
13.4,4.2,000936,华西股份,34270168.0,40666808.0,3.83,-6396640.0,-0.6,-5856000.0,-0.55,-28414161.0,-2.67,1592551863,3.22,-,-,-
50.57,10.01,603661,恒林股份,33097543.0,23438526.0,11.52,9659017.0,4.75,-13850830.0,-6.81,-19246714.0,-9.46,1592552380,16.26,-,-,-
98.5,7.44,300769,德方纳米,32799791.0,21726306.0,6.04,11073485.0,3.08,-34352252.0,-9.55,1552460.0,0.43,1592551863,9.12,-,-,-
94.7,1.5,600570,恒生电子,32775629.0,78842621.0,4.99,-46066992.0,-2.91,-32383872.0,-2.05,-391776.0,-0.02,1592552383,2.07,-,-,-
6.33,10.09,600814,杭州解百,32513687.0,29801170.0,19.88,2712517.0,1.81,-10390669.0,-6.93,-22123018.0,-14.76,1592552380,21.69,-,-,-
9.22,2.44,002191,劲嘉股份,32319750.0,21245413.0,10.58,11074337.0,5.51,-22534238.0,-11.22,-9785512.0,-4.87,1592551863,16.09,-,-,-
57.66,3.57,002557,洽洽食品,32228024.0,15040257.0,4.06,17187767.0,4.64,-29775407.0,-8.03,-2452617.0,-0.66,1592551863,8.69,-,-,-
11.71,2.99,600580,卧龙电驱,32213142.0,20194349.0,6.17,12018793.0,3.67,-6377095.0,-1.95,-25836047.0,-7.9,1592552395,9.85,-,-,-
9.35,7.59,600732,爱旭股份,32172155.0,16704762.0,7.15,15467393.0,6.62,-18988826.0,-8.12,-13183330.0,-5.64,1592552397,13.76,-,-,-
6.02,10.05,000417,合肥百货,32158026.0,15065691.0,13.71,17092335.0,15.56,-13249389.0,-12.06,-18908637.0,-17.21,1592551863,29.27,-,-,-
108.29,1.69,002304,洋河股份,32134524.0,50172215.0,5.29,-18037691.0,-1.9,-390192.0,-0.04,-31744337.0,-3.34,1592551863,3.39,-,-,-
10.65,1.72,600095,哈高科,32031637.0,5440062.0,1.42,26591575.0,6.93,-9319468.0,-2.43,-22712170.0,-5.92,1592552400,8.34,-,-,-
45.7,1.87,603301,振德医疗,31926630.0,21980009.0,5.99,9946621.0,2.71,-13724262.0,-3.74,-18202367.0,-4.96,1592552383,8.7,-,-,-
11.56,4.33,000038,深大通,31872983.0,24975177.0,9.72,6897806.0,2.68,-12296880.0,-4.78,-19576104.0,-7.62,1592551863,12.4,-,-,-
22.94,0.97,600699,均胜电子,31840925.0,21156078.0,3.51,10684847.0,1.77,-21150781.0,-3.51,-10690146.0,-1.77,1592552392,5.28,-,-,-
18.25,2.3,600104,上汽集团,31712903.0,28191987.0,3.14,3520916.0,0.39,-49597513.0,-5.52,17884616.0,1.99,1592552385,3.53,-,-,-
7.33,3.68,600695,绿庭投资,31477521.0,23522135.0,9.45,7955386.0,3.2,-11261171.0,-4.53,-20216350.0,-8.13,1592552391,12.65,-,-,-
28.52,0.92,600584,长电科技,31327894.0,24044070.0,1.2,7283824.0,0.36,-43674192.0,-2.17,12346304.0,0.61,1592552395,1.56,-,-,-
6.0,3.45,300303,聚飞光电,31133168.0,23744569.0,5.94,7388599.0,1.85,-16740836.0,-4.19,-14392332.0,-3.6,1592551863,7.79,-,-,-
33.17,10.02,002918,蒙娜丽莎,30829670.0,-11199333.0,-2.99,42029003.0,11.23,-16333575.0,-4.36,-14496095.0,-3.87,1592551863,8.24,-,-,-
48.89,4.47,600529,山东药玻,30652478.0,9678918.0,2.68,20973560.0,5.81,-11342067.0,-3.14,-19310411.0,-5.35,1592552379,8.49,-,-,-
10.18,2.83,600126,杭钢股份,30585088.0,13848323.0,3.16,16736765.0,3.82,-8387762.0,-1.91,-22197326.0,-5.07,1592552379,6.98,-,-,-
11.57,3.03,603600,永艺股份,30295066.0,23381681.0,7.87,6913385.0,2.33,-20650009.0,-6.95,-9645058.0,-3.25,1592552382,10.2,-,-,-
12.25,1.16,002036,联创电子,30278587.0,23006371.0,3.22,7272216.0,1.02,-17668304.0,-2.47,-12610283.0,-1.77,1592551863,4.24,-,-,-
12.34,0.41,002326,永太科技,30259297.0,52755082.0,11.76,-22495785.0,-5.01,-17872772.0,-3.98,-12386525.0,-2.76,1592551863,6.74,-,-,-
18.32,7.76,300149,量子生物,29982360.0,18195148.0,5.78,11787212.0,3.74,-14067247.0,-4.47,-15915114.0,-5.05,1592551863,9.52,-,-,-
12.12,1.93,600061,XD国投资,29833216.0,19648172.0,6.69,10185044.0,3.47,-13126488.0,-4.47,-16706728.0,-5.68,1592552383,10.15,-,-,-
63.55,5.01,002812,恩捷股份,29823008.0,6118134.0,1.07,23704874.0,4.14,-4184748.0,-0.73,-25638260.0,-4.47,1592551863,5.2,-,-,-
4.2,4.74,300148,天舟文化,29821406.0,33881506.0,14.67,-4060100.0,-1.76,-15189801.0,-6.58,-14631604.0,-6.34,1592551863,12.91,-,-,-
6.48,2.21,600864,哈投股份,29786921.0,22317047.0,9.9,7469874.0,3.31,-1501376.0,-0.67,-28285545.0,-12.54,1592552381,13.21,-,-,-
3.11,3.67,000540,中天金融,29724890.0,47074915.0,19.95,-17350025.0,-7.35,-11239515.0,-4.76,-18485375.0,-7.83,1592551863,12.6,-,-,-
55.56,0.8,600872,中炬高新,29482477.0,5200253.0,1.74,24282224.0,8.11,-19487311.0,-6.51,-9995166.0,-3.34,1592552381,9.85,-,-,-
160.84,2.0,300832,新产业,29206618.0,2023247.0,0.26,27183371.0,3.52,-2145680.0,-0.28,-27060927.0,-3.5,1592551863,3.78,-,-,-
4.57,5.06,601399,ST国重装,28957299.0,19094538.0,13.15,9862761.0,6.79,-11770806.0,-8.11,-17186492.0,-11.84,1592552376,19.95,-,-,-
37.29,1.61,603369,今世缘,28922232.0,10988530.0,3.25,17933702.0,5.31,-21233626.0,-6.28,-7688606.0,-2.28,1592552400,8.56,-,-,-
4.58,10.1,600828,茂业商业,28907771.0,27423931.0,22.96,1483840.0,1.24,-10475265.0,-8.77,-18432506.0,-15.43,1592552379,24.21,-,-,-
5.27,3.33,000627,天茂集团,28501552.0,10242555.0,6.52,18258997.0,11.62,-15827861.0,-10.07,-12673693.0,-8.06,1592551863,18.14,-,-,-
12.18,5.45,002126,银轮股份,28405474.0,19445397.0,6.87,8960077.0,3.16,-7622969.0,-2.69,-20782505.0,-7.34,1592551863,10.03,-,-,-
44.55,-0.13,603806,福斯特,28232421.0,8385872.0,2.07,19846549.0,4.9,14183194.0,3.5,-42415615.0,-10.46,1592552391,6.97,-,-,-
36.98,1.57,002179,中航光电,27744484.0,19614200.0,6.08,8130284.0,2.52,-11991720.0,-3.72,-15752764.0,-4.88,1592551863,8.6,-,-,-
33.65,1.91,002151,北斗星通,27730071.0,22052850.0,4.28,5677221.0,1.1,-18302727.0,-3.55,-9427345.0,-1.83,1592551863,5.38,-,-,-
23.8,-0.38,000988,华工科技,27720296.0,-27746746.0,-3.66,55467042.0,7.32,-14085707.0,-1.86,-13634589.0,-1.8,1592551863,3.66,-,-,-
14.06,5.56,600007,中国国贸,27201485.0,7628293.0,6.34,19573192.0,16.27,-8687339.0,-7.22,-18514147.0,-15.39,1592552401,22.62,-,-,-
8.63,2.74,603106,恒银金融,27156943.0,10289904.0,5.71,16867039.0,9.36,-7658678.0,-4.25,-19498265.0,-10.81,1592552389,15.06,-,-,-
46.16,1.56,002409,雅克科技,27151935.0,35683200.0,5.73,-8531265.0,-1.37,-23721657.0,-3.81,-3430279.0,-0.55,1592551863,4.36,-,-,-
31.09,8.71,300331,苏大维格,27109371.0,23526748.0,6.76,3582623.0,1.03,-24726270.0,-7.11,-2383101.0,-0.68,1592551863,7.79,-,-,-
22.41,2.33,300408,三环集团,27042210.0,31713549.0,5.97,-4671339.0,-0.88,-28831006.0,-5.43,1788796.0,0.34,1592551863,5.09,-,-,-
18.91,3.16,600216,浙江医药,27033154.0,-5819952.0,-0.98,32853106.0,5.53,3775603.0,0.64,-30808757.0,-5.19,1592552397,4.55,-,-,-
31.08,10.02,603486,科沃斯,26871418.0,17183529.0,8.93,9687889.0,5.04,776117.0,0.4,-27647536.0,-14.37,1592552380,13.97,-,-,-
4.88,9.91,002059,云南旅游,26681960.0,14600116.0,18.93,12081844.0,15.67,-8394213.0,-10.89,-18287746.0,-23.72,1592551863,34.6,-,-,-
13.5,2.74,300045,华力创通,26570854.0,14746431.0,3.28,11824423.0,2.63,-5804242.0,-1.29,-20766610.0,-4.62,1592551863,5.91,-,-,-
4.54,9.93,300272,开能健康,26463474.0,16781551.0,21.41,9681923.0,12.35,-15722563.0,-20.06,-10740910.0,-13.7,1592551863,33.76,-,-,-
45.18,7.57,688116,天奈科技,26457530.0,6986717.0,2.42,19470813.0,6.76,-17268226.0,-5.99,-9189302.0,-3.19,1592552387,9.18,-,-,-
3.95,2.07,600705,中航资本,26410983.0,27036491.0,11.07,-625508.0,-0.26,-12089256.0,-4.95,-14321727.0,-5.87,1592552376,10.82,-,-,-
9.87,3.68,002419,天虹股份,26215397.0,15735456.0,9.36,10479941.0,6.24,-10157464.0,-6.04,-16057934.0,-9.56,1592551863,15.6,-,-,-
3.2,4.23,601228,广州港,26102428.0,23270017.0,14.64,2832411.0,1.78,-15497524.0,-9.75,-10604904.0,-6.67,1592552381,16.43,-,-,-
176.6,2.08,603290,斯达半导,25996585.0,19701268.0,2.35,6295317.0,0.75,-25737536.0,-3.07,-259048.0,-0.03,1592552397,3.1,-,-,-
33.34,5.34,002727,一心堂,25962224.0,18079825.0,7.04,7882399.0,3.07,-6843914.0,-2.67,-19118309.0,-7.45,1592551863,10.11,-,-,-
16.89,10.03,603329,上海雅仕,25655640.0,23603015.0,11.83,2052625.0,1.03,-7329650.0,-3.67,-18325991.0,-9.18,1592552387,12.85,-,-,-
55.99,0.04,002352,顺丰控股,25646109.0,-20907331.0,-2.03,46553440.0,4.53,9997952.0,0.97,-35644050.0,-3.47,1592551863,2.49,-,-,-
30.03,5.44,300363,博腾股份,25630318.0,12764060.0,3.56,12866258.0,3.59,-4324804.0,-1.21,-21305513.0,-5.94,1592551863,7.14,-,-,-
3.6,1.69,601058,赛轮轮胎,25623132.0,7781346.0,5.41,17841786.0,12.4,-16053462.0,-11.15,-9569670.0,-6.65,1592552385,17.8,-,-,-
44.46,-8.89,300837,浙矿股份,25623086.0,60632.0,0.01,25562454.0,5.33,44344021.0,9.25,-69967101.0,-14.59,1592551863,5.34,-,-,-
151.52,4.17,600763,通策医疗,25501711.0,35229922.0,6.55,-9728211.0,-1.81,8144315.0,1.52,-33646028.0,-6.26,1592552403,4.74,-,-,-
38.15,2.55,002153,石基信息,25446835.0,31809142.0,9.43,-6362307.0,-1.89,-8293568.0,-2.46,-17153267.0,-5.09,1592551863,7.54,-,-,-
41.86,1.8,300379,东方通,25153752.0,9157096.0,2.9,15996656.0,5.07,-8882177.0,-2.82,-16271575.0,-5.16,1592551863,7.97,-,-,-
12.53,2.12,002939,长城证券,25141605.0,23522585.0,3.77,1619020.0,0.26,-15628132.0,-2.5,-9513473.0,-1.52,1592551863,4.02,-,-,-
18.65,3.1,600391,航发科技,25075535.0,11344639.0,5.93,13730896.0,7.18,100658.0,0.05,-25176193.0,-13.16,1592552400,13.11,-,-,-
22.73,1.2,002373,千方科技,25053144.0,17173454.0,4.15,7879690.0,1.91,-13244644.0,-3.2,-11808500.0,-2.86,1592551863,6.06,-,-,-
10.81,4.55,600480,凌云股份,24970058.0,5783261.0,4.47,19186797.0,14.82,-9944376.0,-7.68,-15025683.0,-11.61,1592552403,19.29,-,-,-
19.32,2.55,300342,天银机电,24918999.0,10296424.0,3.62,14622575.0,5.14,-13006755.0,-4.57,-11912245.0,-4.18,1592551863,8.75,-,-,-
16.16,4.33,000910,大亚圣象,24574243.0,-729430.0,-0.27,25303673.0,9.34,-3510020.0,-1.3,-21064224.0,-7.78,1592551863,9.07,-,-,-
14.56,1.18,002324,普利特,24337415.0,14917663.0,4.99,9419752.0,3.15,-25940038.0,-8.68,1602623.0,0.54,1592551863,8.14,-,-,-
4.16,2.46,600503,华丽家族,24255284.0,10903985.0,2.19,13351299.0,2.68,772.0,0.0,-24256055.0,-4.87,1592552377,4.87,-,-,-
19.73,4.12,002250,联化科技,24243401.0,9997822.0,5.92,14245579.0,8.44,-5387761.0,-3.19,-18855640.0,-11.17,1592551863,14.37,-,-,-
15.55,9.97,300374,恒通科技,23840240.0,22490761.0,18.72,1349479.0,1.12,-11215412.0,-9.34,-12624828.0,-10.51,1592551863,19.85,-,-,-
9.64,4.67,002125,湘潭电化,23804212.0,9038982.0,3.23,14765230.0,5.28,-10305758.0,-3.68,-13498454.0,-4.82,1592551863,8.51,-,-,-
12.6,2.61,002251,步 步 高,23449775.0,7807816.0,3.72,15641959.0,7.44,-5636566.0,-2.68,-17813208.0,-8.48,1592551863,11.16,-,-,-
13.05,2.92,002364,中恒电气,23433726.0,12943747.0,9.38,10489979.0,7.6,-4344235.0,-3.15,-19089491.0,-13.83,1592551863,16.98,-,-,-
99.0,7.67,688198,佰仁医疗,23318321.0,6203682.0,3.54,17114639.0,9.76,-12293477.0,-7.01,-11024843.0,-6.29,1592552391,13.29,-,-,-
10.92,1.11,300088,长信科技,22921577.0,52481561.0,2.95,-29559984.0,-1.66,-46904736.0,-2.64,23983152.0,1.35,1592551863,1.29,-,-,-
13.33,0.53,600383,金地集团,22381231.0,4686330.0,1.63,17694901.0,6.16,-35853482.0,-12.47,13472250.0,4.69,1592552400,7.79,-,-,-
4.58,2.46,600369,西南证券,22048043.0,15013200.0,6.99,7034843.0,3.28,-2654969.0,-1.24,-19393073.0,-9.03,1592552393,10.27,-,-,-
26.68,-6.55,300838,浙江力诺,21255844.0,6116154.0,1.3,15139690.0,3.22,47336457.0,10.05,-68592296.0,-14.57,1592551863,4.51,-,-,-
119.91,4.95,300558,贝达药业,21181600.0,26879939.0,3.39,-5698339.0,-0.72,-37631552.0,-4.75,16449950.0,2.07,1592551863,2.67,-,-,-
9.58,1.27,002078,太阳纸业,21037314.0,14094416.0,6.24,6942898.0,3.07,-9348186.0,-4.14,-11689129.0,-5.17,1592551863,9.31,-,-,-
25.56,5.71,002294,信立泰,20933260.0,9132252.0,2.45,11801008.0,3.17,18246828.0,4.9,-39180088.0,-10.53,1592551863,5.63,-,-,-
20.97,0.96,002511,中顺洁柔,20647023.0,16577076.0,5.39,4069947.0,1.32,-6188764.0,-2.01,-14458261.0,-4.7,1592551863,6.71,-,-,-
23.21,3.06,300476,胜宏科技,20536953.0,977227.0,0.33,19559726.0,6.55,-5800596.0,-1.94,-14736358.0,-4.93,1592551863,6.87,-,-,-
4.77,2.58,601375,中原证券,20530686.0,7600767.0,4.93,12929919.0,8.39,-1297908.0,-0.84,-19232777.0,-12.47,1592552395,13.31,-,-,-
72.42,3.74,688085,三友医疗,20528859.0,10889761.0,3.66,9639098.0,3.24,-10741141.0,-3.61,-9787717.0,-3.29,1592552379,6.9,-,-,-
12.68,2.92,601615,明阳智能,20360392.0,12435146.0,4.63,7925246.0,2.95,2945215.0,1.1,-23305608.0,-8.67,1592552389,7.58,-,-,-
6.11,1.83,000069,华侨城Ａ,20008788.0,30055798.0,8.67,-10047010.0,-2.9,-10063839.0,-2.9,-9944948.0,-2.87,1592551863,5.77,-,-,-
165.31,0.58,603195,公牛集团,19973028.0,9496752.0,2.14,10476276.0,2.36,-15584946.0,-3.51,-4388081.0,-0.99,1592552379,4.5,-,-,-
18.17,-0.11,600900,长江电力,19869913.0,15436873.0,3.18,4433040.0,0.91,-16758144.0,-3.45,-3111768.0,-0.64,1592552392,4.09,-,-,-
15.9,3.92,603937,丽岛新材,19795205.0,8441557.0,7.47,11353648.0,10.05,-10897925.0,-9.64,-8897280.0,-7.87,1592552381,17.52,-,-,-
48.25,0.84,603186,华正新材,19760216.0,4914246.0,2.27,14845970.0,6.87,1780224.0,0.82,-21540440.0,-9.96,1592552389,9.14,-,-,-
12.12,1.93,600155,华创阳安,19670156.0,3562446.0,1.11,16107710.0,5.02,-8017070.0,-2.5,-11653086.0,-3.63,1592552385,6.12,-,-,-
19.92,4.95,300737,科顺股份,19640822.0,4035591.0,1.81,15605231.0,6.99,-14088905.0,-6.31,-5551917.0,-2.49,1592551863,8.8,-,-,-
10.27,9.96,002909,集泰股份,19437092.0,15185174.0,5.08,4251918.0,1.42,-12158732.0,-4.07,-7278361.0,-2.44,1592551863,6.51,-,-,-
3.57,2.59,000563,陕国投Ａ,19308699.0,12140268.0,5.39,7168431.0,3.18,-11543784.0,-5.13,-7764915.0,-3.45,1592551863,8.58,-,-,-
15.0,4.24,600198,大唐电信,19201680.0,65997808.0,2.93,-46796128.0,-2.08,-47363856.0,-2.1,28162176.0,1.25,1592552387,0.85,-,-,-
17.42,0.81,300348,长亮科技,19187558.0,-3302153.0,-0.9,22489711.0,6.14,-13392336.0,-3.66,-5795221.0,-1.58,1592551863,5.24,-,-,-
7.89,5.48,600838,上海九百,19086767.0,12318148.0,3.42,6768619.0,1.88,-8231028.0,-2.29,-10855739.0,-3.02,1592552376,5.3,-,-,-
22.82,2.47,300316,晶盛机电,18962795.0,18093926.0,2.7,868869.0,0.13,-12122600.0,-1.81,-6840194.0,-1.02,1592551863,2.83,-,-,-
5.7,-0.52,002003,伟星股份,18504824.0,17014015.0,21.73,1490809.0,1.9,-12979364.0,-16.58,-5525460.0,-7.06,1592551863,23.64,-,-,-
9.82,9.97,603289,泰瑞机器,18466604.0,14299322.0,9.26,4167282.0,2.7,-7584049.0,-4.91,-10882554.0,-7.05,1592552385,11.96,-,-,-
61.01,3.41,300357,我武生物,18458975.0,6418662.0,2.14,12040313.0,4.01,-23240179.0,-7.74,4781205.0,1.59,1592551863,6.15,-,-,-
20.64,2.23,002335,科华恒盛,18106876.0,2457531.0,1.93,15649345.0,12.3,-3395005.0,-2.67,-14711871.0,-11.56,1592551863,14.23,-,-,-
3.47,0.29,601988,中国银行,18090818.0,15565839.0,4.15,2524979.0,0.67,9200454.0,2.45,-27291272.0,-7.27,1592552385,4.82,-,-,-
24.74,5.59,300793,佳禾智能,18087095.0,7415406.0,2.27,10671689.0,3.27,-12796147.0,-3.93,-5290950.0,-1.62,1592551863,5.55,-,-,-
172.51,2.14,603605,珀莱雅,18041490.0,11571128.0,4.12,6470362.0,2.31,-3577151.0,-1.27,-14464341.0,-5.15,1592552401,6.43,-,-,-
15.86,4.96,300438,鹏辉能源,17979638.0,12534212.0,3.78,5445426.0,1.64,-3400411.0,-1.03,-14579226.0,-4.4,1592551863,5.42,-,-,-
262.95,-0.02,300661,圣邦股份,17884072.0,40941354.0,6.57,-23057282.0,-3.7,-30327876.0,-4.87,12443804.0,2.0,1592551863,2.87,-,-,-
4.56,0.88,600308,华泰股份,17848087.0,8822126.0,12.58,9025961.0,12.87,-8165697.0,-11.64,-9682390.0,-13.81,1592552385,25.45,-,-,-
16.72,2.58,300427,红相股份,17768151.0,11545503.0,7.16,6222648.0,3.86,-10381890.0,-6.44,-7386261.0,-4.58,1592551863,11.03,-,-,-
25.4,1.4,601877,正泰电器,17764800.0,5236838.0,2.58,12527962.0,6.18,-548343.0,-0.27,-17216458.0,-8.5,1592552381,8.77,-,-,-
40.55,1.68,603305,旭升股份,17728150.0,6018477.0,2.16,11709673.0,4.21,-1968424.0,-0.71,-15759727.0,-5.67,1592552388,6.38,-,-,-
33.75,-1.32,002647,仁东控股,17719275.0,18236517.0,11.81,-517242.0,-0.34,-12588044.0,-8.15,-5131231.0,-3.32,1592551863,11.48,-,-,-
272.12,-0.18,300751,迈为股份,17582975.0,9224425.0,4.66,8358550.0,4.22,-22451174.0,-11.35,4868200.0,2.46,1592551863,8.89,-,-,-
9.42,1.73,600761,安徽合力,17484961.0,9725989.0,12.55,7758972.0,10.01,-4468667.0,-5.77,-13016294.0,-16.8,1592552397,22.56,-,-,-
5.73,1.24,000795,英洛华,17431656.0,7958005.0,4.15,9473651.0,4.94,-7740065.0,-4.04,-9691592.0,-5.06,1592551863,9.09,-,-,-
119.25,7.36,002959,小熊电器,17367633.0,10853486.0,2.96,6514147.0,1.77,5244546.0,1.43,-22612179.0,-6.16,1592551863,4.73,-,-,-
92.21,2.35,300709,精研科技,17356620.0,2414128.0,0.62,14942492.0,3.83,-11345523.0,-2.91,-6011096.0,-1.54,1592551863,4.45,-,-,-
14.02,3.62,300209,天泽信息,17342732.0,10075416.0,4.13,7267316.0,2.98,-11658182.0,-4.78,-5684551.0,-2.33,1592551863,7.11,-,-,-
13.7,0.51,600143,金发科技,17335075.0,-2367729.0,-0.6,19702804.0,5.0,3560379.0,0.9,-20895453.0,-5.3,1592552397,4.4,-,-,-
13.05,6.53,300512,中亚股份,17218516.0,15990142.0,8.6,1228374.0,0.66,-17337522.0,-9.32,119007.0,0.06,1592551863,9.26,-,-,-
15.75,1.48,000877,天山股份,17120737.0,10772189.0,1.78,6348548.0,1.05,8648251.0,1.43,-25768988.0,-4.26,1592551863,2.83,-,-,-
11.0,2.14,002407,多氟多,17073411.0,10313229.0,3.89,6760182.0,2.55,-6905751.0,-2.61,-10167660.0,-3.84,1592551863,6.44,-,-,-
19.2,2.24,300657,弘信电子,17027584.0,-2622099.0,-1.11,19649683.0,8.3,7870843.0,3.32,-24898428.0,-10.51,1592551863,7.19,-,-,-
6.27,10.0,603101,汇嘉时代,16970069.0,21581917.0,22.2,-4611848.0,-4.74,-9660515.0,-9.94,-7309554.0,-7.52,1592552394,17.46,-,-,-
24.35,3.35,300031,宝通科技,16672020.0,4616192.0,1.31,12055828.0,3.42,-5725976.0,-1.62,-10946045.0,-3.1,1592551863,4.72,-,-,-
9.38,2.07,600958,东方证券,16652533.0,17088732.0,4.06,-436199.0,-0.1,9208504.0,2.19,-25861037.0,-6.14,1592552379,3.95,-,-,-
3.89,1.3,002936,郑州银行,16584660.0,28764091.0,24.48,-12179431.0,-10.37,-7895753.0,-6.72,-8688907.0,-7.4,1592551863,14.12,-,-,-
36.6,5.14,603387,基蛋生物,16322100.0,15186169.0,4.4,1135931.0,0.33,-28119340.0,-8.14,11797240.0,3.42,1592552401,4.73,-,-,-
3.19,5.28,002622,融钰集团,16299088.0,10996706.0,7.03,5302382.0,3.39,-10570333.0,-6.76,-5728754.0,-3.66,1592551863,10.43,-,-,-
4.9,0.82,600873,梅花生物,16280988.0,8435913.0,6.99,7845075.0,6.5,-3287909.0,-2.73,-12993079.0,-10.77,1592552401,13.5,-,-,-
6.79,3.82,600113,浙江东日,16242470.0,6683137.0,3.2,9559333.0,4.58,-7421300.0,-3.55,-8821171.0,-4.23,1592552404,7.78,-,-,-
19.06,1.01,603697,有友食品,16221202.0,8273877.0,4.25,7947325.0,4.08,-16793486.0,-8.63,572285.0,0.29,1592552391,8.33,-,-,-
25.38,0.63,300113,顺网科技,16126437.0,2350013.0,0.36,13776424.0,2.14,-6143891.0,-0.95,-9982546.0,-1.55,1592551863,2.5,-,-,-
34.44,2.65,002180,纳思达,16054256.0,33598096.0,4.74,-17543840.0,-2.48,-27065546.0,-3.82,11011290.0,1.55,1592551863,2.27,-,-,-
10.18,6.6,600682,南京新百,16037014.0,16415923.0,4.13,-378909.0,-0.1,-16590545.0,-4.17,553531.0,0.14,1592552397,4.03,-,-,-
137.52,1.72,300676,华大基因,16002552.0,30473448.0,2.59,-14470896.0,-1.23,-39416208.0,-3.35,23413646.0,1.99,1592551863,1.36,-,-,-
10.66,1.04,600070,浙江富润,15996521.0,1797114.0,1.38,14199407.0,10.91,-4026603.0,-3.1,-11969918.0,-9.2,1592552393,12.3,-,-,-
15.75,1.35,603906,龙蟠科技,15948996.0,-2932865.0,-1.11,18881861.0,7.17,-7104835.0,-2.7,-8844161.0,-3.36,1592552387,6.06,-,-,-
6.08,1.84,000639,西王食品,15921286.0,13233005.0,9.49,2688281.0,1.93,-6037229.0,-4.33,-9884056.0,-7.09,1592551863,11.42,-,-,-
36.17,-0.03,000423,东阿阿胶,15881094.0,1326909.0,0.56,14554185.0,6.14,-7558125.0,-3.19,-8322970.0,-3.51,1592551863,6.7,-,-,-
15.27,1.19,603356,华菱精工,15852158.0,8359583.0,10.07,7492575.0,9.02,-10668523.0,-12.85,-5183635.0,-6.24,1592552389,19.09,-,-,-
286.89,5.52,688023,安恒信息,15824162.0,4916681.0,4.73,10907481.0,10.49,-14502700.0,-13.94,-1321463.0,-1.27,1592552377,15.21,-,-,-
41.8,8.46,002891,中宠股份,15794642.0,1227209.0,0.49,14567433.0,5.82,1309250.0,0.52,-17103892.0,-6.84,1592551863,6.31,-,-,-
11.44,2.33,300101,振芯科技,15679882.0,5177654.0,2.45,10502228.0,4.97,1411217.0,0.67,-17091099.0,-8.09,1592551863,7.42,-,-,-
12.53,5.74,002240,威华股份,15620463.0,17250651.0,4.13,-1630188.0,-0.39,-10581358.0,-2.53,-5039104.0,-1.21,1592551863,3.74,-,-,-
70.9,3.35,603517,绝味食品,15528671.0,3240166.0,1.47,12288505.0,5.57,8192169.0,3.71,-23720841.0,-10.75,1592552392,7.04,-,-,-
12.14,0.17,603601,再升科技,15516313.0,7583127.0,3.77,7933186.0,3.94,-1082768.0,-0.54,-14433545.0,-7.17,1592552385,7.71,-,-,-
15.11,3.14,000501,鄂武商Ａ,15456652.0,14305900.0,2.49,1150752.0,0.2,-10283517.0,-1.79,-5173134.0,-0.9,1592551863,2.69,-,-,-
14.11,3.07,002908,德生科技,15277216.0,12034111.0,5.79,3243105.0,1.56,-4683872.0,-2.25,-10593344.0,-5.09,1592551863,7.35,-,-,-
383.9,2.13,688169,石头科技,15275757.0,8276125.0,5.01,6999632.0,4.24,-13029241.0,-7.88,-2246515.0,-1.36,1592552376,9.24,-,-,-
12.65,1.85,300274,阳光电源,15155787.0,5131760.0,1.77,10024027.0,3.45,7800174.0,2.68,-22955960.0,-7.9,1592551863,5.22,-,-,-
121.68,4.81,688051,佳华科技,14985601.0,6539149.0,2.98,8446452.0,3.85,-7049741.0,-3.21,-7935859.0,-3.61,1592552403,6.82,-,-,-
28.57,1.93,300604,长川科技,14909996.0,3138910.0,1.59,11771086.0,5.98,9239483.0,4.69,-24149479.0,-12.27,1592551863,7.57,-,-,-
43.77,3.79,002568,百润股份,14781346.0,4992387.0,2.74,9788959.0,5.36,-9405972.0,-5.15,-5375374.0,-2.95,1592551863,8.1,-,-,-
10.72,0.0,002400,省广集团,14564352.0,133119248.0,3.69,-118554896.0,-3.29,-95887552.0,-2.66,81323200.0,2.26,1592551863,0.4,-,-,-
26.6,1.92,002241,歌尔股份,14561344.0,117073488.0,4.33,-102512144.0,-3.79,-42495872.0,-1.57,27934528.0,1.03,1592551863,0.54,-,-,-
6.39,3.9,600830,香溢融通,14530364.0,1634126.0,1.19,12896238.0,9.36,1725075.0,1.25,-16255439.0,-11.79,1592552403,10.54,-,-,-
8.99,0.0,002567,唐人神,14393040.0,285016.0,0.1,14108024.0,5.05,-15436969.0,-5.53,1043929.0,0.37,1592551863,5.15,-,-,-
4.91,10.09,000691,亚太实业,14265588.0,9779934.0,16.28,4485654.0,7.47,-5692464.0,-9.47,-8573124.0,-14.27,1592551863,23.74,-,-,-
7.84,1.55,300175,朗源股份,14255674.0,17619737.0,12.89,-3364063.0,-2.46,-10329311.0,-7.55,-3926363.0,-2.87,1592551863,10.43,-,-,-
